amount,claims,age,policy_years,fraud
39428,0,49,20,0
93234,2,29,16,0
39751,3,67,3,0
48907,7,66,6,0
73676,5,60,8,1
48900,8,56,4,0
4646,4,54,16,0
34802,9,61,5,0
75778,5,55,1,1
35874,0,43,3,0
54827,0,25,3,0
14891,0,19,3,0
91561,2,62,10,0
74239,6,67,8,1
22858,4,28,12,0
46002,6,47,15,0
65868,3,62,17,0
20610,6,29,2,0
50973,3,22,3,0
96951,0,65,11,0
74885,1,55,12,0
70121,1,36,20,0
27099,2,39,5,0
27104,3,66,14,0
16829,5,26,12,0
2712,4,66,16,0
62659,4,28,17,1
93687,5,60,3,1
16221,5,47,13,0
73246,10,34,14,1
27614,6,69,20,0
51930,8,66,8,1
88918,10,51,7,1
6891,0,30,19,0
44764,2,29,20,0
7771,7,44,15,0
61100,4,51,6,1
53093,8,46,16,1
79410,8,22,8,1
16069,8,39,6,0
80386,4,50,1,1
34224,4,43,20,0
15064,3,63,17,0
89953,2,27,15,0
10669,2,63,9,0
87643,0,56,6,0
73712,8,34,4,1
76893,4,39,12,1
43591,4,67,14,0
92302,9,40,12,1
10850,8,29,13,0
94911,4,30,10,1
39911,3,40,17,0
29186,8,49,16,0
83303,2,49,6,0
82932,2,42,7,0
64440,3,64,7,0
77073,10,59,5,1
62487,0,18,5,0
31384,10,63,11,0
90536,9,31,17,1
59375,4,47,4,1
6729,4,50,8,0
70760,0,18,15,0
9713,1,19,8,0
54707,0,19,5,0
36148,1,42,5,0
23686,5,54,7,0
78970,3,69,2,0
31144,5,37,17,0
84416,8,22,3,1
50868,2,39,7,0
12568,9,59,4,0
21123,3,59,6,0
49025,0,46,15,0
28023,5,61,10,0
11215,0,54,8,0
69605,3,37,7,0
84519,4,39,12,1
76452,4,63,11,1
81682,7,26,8,1
66768,1,63,3,0
90554,10,51,2,1
15104,0,41,14,0
32541,5,62,5,0
44865,7,28,2,0
19487,2,45,18,0
87389,4,40,1,1
28709,6,63,18,0
60310,10,31,7,1
79490,1,40,13,0
93551,4,42,19,1
26556,4,58,13,0
88142,6,31,10,1
28933,5,55,7,0
7921,0,24,12,0
76502,7,20,19,1
51292,5,36,12,1
68502,7,19,14,1
47896,4,63,17,0
16373,9,57,15,0
2202,6,62,3,0
10352,5,42,14,0
61442,0,59,1,0
40653,0,22,6,0
42008,4,46,3,0
51889,3,57,11,0
39848,8,31,14,0
78322,2,61,2,0
52058,0,34,19,0
20449,5,62,17,0
33876,7,29,15,0
32079,0,25,11,0
35939,4,20,8,0
46084,7,66,5,0
3534,9,29,8,0
22880,8,34,6,0
72202,10,19,13,1
28866,8,66,17,0
12036,10,52,11,0
27912,2,67,15,0
94209,5,50,8,1
48439,9,25,6,0
29448,7,61,8,0
99063,0,31,20,0
87111,2,31,16,0
80359,3,20,20,0
94140,6,24,16,1
63221,10,45,15,1
35237,5,56,19,0
78463,9,54,4,1
56190,0,52,5,0
28621,0,61,12,0
7088,2,65,16,0
46610,1,30,12,0
8236,5,25,11,0
56749,10,40,9,1
28345,1,61,18,0
62645,6,65,9,1
79053,0,53,10,0
34021,4,65,3,0
45882,10,41,18,0
85113,7,67,16,1
35845,5,23,4,0
28200,9,49,3,0
67942,2,61,3,0
10391,9,21,2,0
38028,3,26,15,0
84712,2,62,11,0
88877,8,50,9,1
92382,9,60,10,1
86002,9,53,5,1
71660,6,22,19,1
65343,8,62,6,1
55428,4,61,9,1
97416,8,30,10,1
80716,4,69,4,1
1919,1,67,17,0
23534,9,30,8,0
24565,9,42,18,0
19103,0,43,2,0
76791,9,50,8,1
11912,1,31,13,0
54375,5,43,18,1
56385,1,20,4,0
10966,8,44,6,0
40306,1,61,10,0
99913,1,45,20,0
28147,8,31,1,0
94240,9,37,14,1
68764,3,63,3,0
20269,3,56,7,0
66288,1,30,2,0
42885,7,46,17,0
81304,7,46,11,1
73853,9,40,10,1
39874,3,18,10,0
32046,8,23,1,0
84849,7,25,18,1
41026,4,30,15,0
51152,2,24,15,0
62907,4,46,11,1
47708,2,55,14,0
84549,5,47,3,1
62821,9,70,13,1
34742,5,27,11,0
33035,0,47,11,0
1751,8,62,13,0
58539,9,58,1,1
32024,8,70,14,0
91089,7,18,12,1
90525,8,37,11,1
49597,9,33,15,0
91169,6,26,7,1
17308,8,62,14,0
94533,1,56,10,0
4830,2,55,13,0
39017,5,40,17,0
74957,3,65,12,0
68022,0,40,17,0
93426,5,42,8,1
18879,1,43,15,0
68386,6,53,12,1
74839,0,51,13,0
74585,1,52,4,0
41134,7,24,18,0
63366,10,40,1,1
37111,4,63,2,0
28097,10,53,12,0
47455,6,50,6,0
62974,3,41,5,0
58221,2,22,4,0
77829,8,52,3,1
67691,6,50,5,1
95143,2,55,16,0
39630,5,36,17,0
54079,6,56,2,1
18633,6,19,4,0
83286,0,34,2,0
24443,3,51,5,0
76409,7,37,3,1
81557,1,65,8,0
26087,10,59,4,0
83912,2,42,2,0
62584,2,36,7,0
27028,3,28,5,0
60841,0,47,19,0
36462,1,61,18,0
17508,2,27,2,0
50222,2,34,12,0
50225,2,67,10,0
57687,10,67,7,1
82010,8,21,9,1
97184,4,30,19,1
72509,6,55,6,1
87308,10,19,3,1
47005,5,60,11,0
23646,4,53,11,0
11120,6,50,17,0
90872,8,58,7,1
84537,4,50,13,1
74503,6,34,10,1
75457,9,34,3,1
66849,9,28,13,1
56871,3,40,18,0
27357,7,21,5,0
93690,4,33,3,1
75874,2,39,18,0
63648,10,33,19,1
17942,4,60,13,0
29113,1,68,11,0
75021,1,32,13,0
29676,5,49,11,0
46767,4,33,10,0
67707,1,54,9,0
46560,7,32,14,0
77082,7,62,12,1
31350,3,70,8,0
64056,7,41,11,1
32291,9,22,12,0
9230,3,59,9,0
3262,5,56,6,0
76752,0,44,12,0
73936,9,32,7,1
47807,4,65,12,0
48048,4,55,14,0
72925,10,36,16,1
36625,9,50,2,0
91675,9,46,7,1
39095,9,19,14,0
25119,8,63,10,0
86594,7,47,7,1
29143,7,56,17,0
37116,3,56,8,0
14571,1,23,7,0
69477,0,46,4,0
73013,5,41,5,1
14858,2,36,3,0
28409,3,20,10,0
70179,3,36,9,0
64174,3,39,16,0
9667,4,32,11,0
59117,0,45,13,0
64671,6,55,13,1
85480,2,19,13,0
80951,10,41,14,1
53554,3,70,4,0
5333,5,64,8,0
12834,4,18,6,0
47359,9,44,7,0
24108,7,19,5,0
47678,3,20,6,0
39852,9,48,19,0
98235,9,37,8,1
58804,2,41,15,0
64021,8,54,17,1
3514,3,59,20,0
36315,6,40,3,0
63596,3,33,2,0
71309,3,20,17,0
65950,3,26,16,0
36651,2,55,16,0
63572,6,31,11,1
60001,5,21,15,1
11006,2,24,20,0
91402,0,32,10,0
53437,3,70,10,0
56993,1,41,6,0
67925,10,26,15,1
70974,6,60,11,1
23488,10,20,1,0
59193,4,50,20,1
27946,9,31,9,0
25704,1,47,4,0
68699,0,18,5,0
68521,5,57,8,1
73005,9,27,12,1
42586,1,43,16,0
82732,10,56,6,1
91076,6,49,16,1
79971,8,60,17,1
48271,2,31,7,0
84423,9,19,3,1
4175,8,32,14,0
43080,3,55,4,0
9414,2,44,14,0
18296,0,30,12,0
75052,3,68,15,0
96935,9,24,10,1
82184,8,59,17,1
72030,3,67,5,0
22448,2,34,16,0
12195,5,69,12,0
94521,4,47,2,1
39805,4,34,17,0
65095,9,20,11,1
20401,0,28,16,0
23815,1,63,10,0
98791,3,31,20,0
45819,2,69,19,0
4878,5,35,1,0
98152,9,31,11,1
86932,1,40,2,0
27994,10,45,12,0
99774,0,55,1,0
16402,4,18,15,0
89548,2,40,1,0
3782,8,60,13,0
10901,7,49,15,0
10141,1,62,15,0
61869,8,18,2,1
27531,8,58,4,0
31534,6,61,8,0
31809,4,70,5,0
29477,1,36,10,0
11315,6,68,12,0
36589,8,54,16,0
15359,8,38,9,0
57583,10,59,15,1
20550,4,49,8,0
25377,1,50,14,0
20098,4,25,8,0
34991,8,63,13,0
90037,9,46,15,1
81401,10,55,17,1
43436,8,46,4,0
80700,6,69,11,1
14314,1,39,19,0
95432,2,19,19,0
51664,4,30,15,1
5183,5,49,2,0
61960,8,61,6,1
72259,3,21,13,0
96130,9,45,8,1
2881,6,57,14,0
40874,2,42,1,0
41437,7,27,10,0
9501,2,40,3,0
37350,8,37,6,0
81429,1,28,14,0
46913,8,30,1,0
28669,5,22,10,0
68025,9,55,18,1
88544,8,38,5,1
46365,3,41,9,0
29074,9,64,17,0
17347,2,55,3,0
68934,5,63,9,1
33939,5,47,9,0
79295,5,55,7,1
92066,2,21,9,0
70842,5,19,13,1
77323,0,40,6,0
15455,0,64,6,0
46916,1,27,9,0
84569,6,37,9,1
1118,4,59,13,0
46607,3,55,6,0
4381,3,55,5,0
20453,0,37,3,0
38439,7,31,19,0
78831,1,68,4,0
8765,7,22,11,0
83013,2,53,15,0
85177,2,49,1,0
45402,0,45,17,0
52864,9,49,14,1
33853,1,70,14,0
93567,2,64,15,0
76118,4,21,5,1
17081,0,59,15,0
72756,1,39,8,0
97017,0,67,11,0
9970,6,50,5,0
8756,10,67,20,0
46232,4,25,4,0
76962,4,43,12,1
64314,8,25,5,1
39392,6,24,14,0
85249,10,55,16,1
29533,3,68,4,0
49527,2,53,18,0
13048,7,49,2,0
11051,4,70,18,0
70690,0,68,5,0
11581,8,29,12,0
35772,5,23,20,0
80989,5,22,17,1
7316,7,69,17,0
67672,2,26,6,0
89326,8,20,16,1
39198,1,18,17,0
35788,8,68,15,0
10913,1,27,9,0
71443,1,26,11,0
3112,2,67,12,0
32860,7,68,6,0
98560,3,32,10,0
92326,1,23,14,0
54712,3,37,1,0
79585,4,65,3,1
87605,0,21,1,0
58440,3,21,18,0
39439,2,26,13,0
95273,2,37,15,0
50303,10,44,17,1
45031,5,61,17,0
18756,6,24,20,0
18333,8,54,8,0
21719,4,48,12,0
75491,10,56,18,1
59228,1,50,20,0
53495,10,35,14,1
8006,9,33,19,0
25499,7,32,8,0
86991,10,45,5,1
47064,0,69,20,0
1299,10,68,11,0
37360,3,31,4,0
71657,7,28,3,1
60089,5,52,20,1
2576,0,41,19,0
31854,4,51,7,0
33374,5,33,7,0
93124,2,22,20,0
14124,1,61,7,0
54148,9,24,3,1
21341,2,28,12,0
34404,4,65,16,0
90180,5,33,17,1
88792,0,60,6,0
37335,8,37,14,0
13887,9,47,18,0
90252,5,34,19,1
71687,7,62,2,1
93000,10,21,18,1
21470,9,56,8,0
65803,1,33,14,0
10573,7,59,18,0
26015,2,68,20,0
54702,7,59,12,1
42385,5,50,14,0
40375,3,68,4,0
59773,5,26,4,1
69333,5,49,1,1
53890,8,50,18,1
53624,10,25,13,1
78102,7,51,20,1
16944,1,50,18,0
62474,10,63,13,1
15901,9,49,4,0
38063,4,44,6,0
10962,10,43,4,0
26732,7,40,4,0
18420,5,20,4,0
33350,9,21,3,0
36601,7,20,20,0
73813,4,26,5,1
28706,8,38,8,0
10324,7,36,1,0
86895,1,33,17,0
79280,1,19,15,0
1391,8,57,15,0
74666,8,40,20,1
27472,10,21,4,0
76323,1,35,10,0
9836,6,43,19,0
39565,4,66,6,0
88934,3,36,7,0
34155,7,46,12,0
16107,6,68,12,0
62502,0,61,15,0
50095,1,22,9,0
87271,1,52,19,0
73683,4,22,2,1
66995,10,19,10,1
92014,9,49,17,1
63624,9,18,2,1
11553,10,53,4,0
7642,2,23,3,0
88669,2,23,16,0
64054,3,27,13,0
36870,10,24,2,0
31260,7,35,7,0
95990,1,44,10,0
84030,5,34,1,1
16817,3,43,10,0
34930,10,45,3,0
52347,5,25,8,1
53847,1,61,4,0
26160,8,19,8,0
51632,8,26,16,1
96708,4,30,12,1
71715,10,52,20,1
12315,2,65,10,0
13575,0,46,9,0
51642,7,65,8,1
55278,7,63,16,1
45642,9,66,15,0
45413,10,18,18,0
40956,6,44,1,0
14693,3,30,1,0
28960,2,47,17,0
42062,1,62,19,0
42197,2,53,15,0
88834,7,65,7,1
82896,3,46,8,0
62790,4,49,10,1
32950,0,39,9,0
26744,7,31,18,0
1606,1,52,17,0
46242,6,31,9,0
94378,10,21,10,1
66218,6,63,2,1
64599,4,50,20,1
75005,3,53,14,0
44453,5,60,13,0
79947,2,67,9,0
87056,9,61,6,1
36032,2,20,14,0
97226,8,25,18,1
47164,1,57,4,0
75348,3,47,19,0
44543,0,48,20,0
75143,5,30,7,1
37740,8,41,12,0
27080,7,34,8,0
32775,3,66,10,0
54151,4,49,19,1
49431,0,67,8,0
9283,2,41,10,0
17314,4,58,4,0
41937,1,41,4,0
42672,7,63,12,0
67590,2,57,15,0
98913,1,51,12,0
91159,5,41,12,1
59060,2,38,20,0
53389,8,34,10,1
46095,8,44,20,0
29368,9,20,15,0
40695,0,24,9,0
31257,0,59,6,0
58060,8,51,4,1
47059,10,59,4,0
93768,1,45,7,0
88099,2,31,12,0
5161,4,52,8,0
34519,6,23,10,0
64231,5,25,8,1
58924,6,39,14,1
65104,8,43,20,1
80550,9,49,16,1
29571,2,65,17,0
90533,6,30,10,1
66175,6,67,3,1
82380,5,23,8,1
71381,2,48,18,0
63786,6,57,1,1
82739,8,65,4,1
91822,3,25,3,0
74828,3,44,10,0
59527,6,49,3,1
34829,7,60,4,0
20435,5,61,20,0
59674,1,39,13,0
16332,3,31,3,0
11702,2,56,9,0
43819,3,60,8,0
19194,5,41,13,0
59180,0,31,12,0
27188,3,54,9,0
54675,3,42,19,0
45551,0,51,20,0
15341,4,33,17,0
63311,4,30,2,1
19745,10,67,6,0
48150,6,29,9,0
37522,1,48,11,0
46329,9,24,12,0
73325,1,42,14,0
35518,1,41,17,0
14077,2,38,3,0
49606,4,31,11,0
7643,1,48,4,0
90246,0,68,5,0
51696,8,54,12,1
88231,3,60,9,0
55566,3,64,19,0
72323,6,61,20,1
5039,10,21,16,0
71227,0,67,5,0
33388,7,62,14,0
61894,9,70,18,1
29380,3,50,9,0
32182,4,47,11,0
27014,4,22,1,0
71967,9,25,12,1
63810,8,42,13,1
54961,7,20,4,1
81347,9,33,12,1
73522,5,41,20,1
40791,6,32,15,0
12725,9,52,20,0
27222,5,26,9,0
4798,8,39,20,0
16201,8,41,9,0
64366,9,66,16,1
65129,0,56,8,0
32320,5,58,3,0
72125,8,25,16,1
68068,7,36,4,1
99268,2,66,18,0
12293,5,39,17,0
85937,10,30,19,1
47826,2,70,4,0
90260,9,52,17,1
81351,9,25,16,1
11140,4,51,18,0
81942,4,18,7,1
95327,4,25,8,1
46206,8,41,14,0
20636,10,43,20,0
30232,9,44,4,0
60851,0,63,20,0
77767,6,61,6,1
36569,4,66,9,0
27729,8,18,3,0
41411,2,38,2,0
32939,5,56,18,0
85839,0,22,19,0
50075,9,70,15,1
86744,9,69,7,1
14438,7,55,4,0
57006,8,39,10,1
30233,4,55,1,0
53807,3,55,18,0
50309,3,36,11,0
54212,3,61,6,0
2218,0,29,9,0
29288,9,27,16,0
36755,9,30,6,0
6496,3,45,10,0
37381,10,44,9,0
60090,0,43,6,0
69201,4,54,13,1
90544,3,25,16,0
40622,10,65,14,0
99298,1,57,19,0
20515,8,59,20,0
37240,0,34,13,0
39917,6,48,13,0
26082,5,56,2,0
99113,3,63,15,0
79548,1,40,20,0
2345,5,49,13,0
68383,3,32,9,0
57428,2,24,15,0
19018,2,61,20,0
10885,0,39,5,0
5244,9,47,19,0
61567,3,56,13,0
25119,4,28,4,0
56729,7,26,19,1
53197,0,54,7,0
23847,6,31,1,0
15677,6,27,14,0
62485,0,27,3,0
35351,3,56,12,0
61126,1,41,20,0
56550,10,42,7,1
22079,2,49,20,0
80316,8,40,12,1
39727,0,51,7,0
18183,9,61,9,0
70346,3,32,5,0
76429,0,41,11,0
70285,8,41,1,1
61683,7,27,15,1
12692,5,64,18,0
61009,10,51,18,1
29173,8,19,15,0
86273,6,64,16,1
91337,0,48,9,0
10259,2,18,20,0
45543,2,70,18,0
69745,3,64,6,0
36375,9,58,2,0
50360,7,33,4,1
30519,5,33,14,0
1874,2,70,5,0
7677,4,60,16,0
2084,0,26,17,0
12635,7,66,20,0
2969,10,49,8,0
7427,0,50,19,0
84575,8,57,6,1
16883,1,37,13,0
69638,10,33,12,1
90524,2,68,20,0
32611,2,23,8,0
73323,3,23,5,0
16180,9,61,1,0
9578,8,24,3,0
10785,0,60,2,0
19442,3,21,9,0
32015,4,25,12,0
8262,4,41,13,0
77818,3,59,12,0
38584,4,35,11,0
81409,0,31,17,0
88365,0,30,5,0
42629,5,64,11,0
58921,10,32,13,1
99784,4,52,3,1
13271,10,21,2,0
52251,8,19,14,1
76684,4,19,20,1
89080,4,29,2,1
30933,2,65,13,0
1180,7,70,16,0
79818,1,40,1,0
18839,6,64,2,0
1019,5,30,2,0
66803,3,43,12,0
57996,9,37,19,1
82118,8,34,17,1
88576,0,25,18,0
35253,7,39,10,0
99072,7,43,8,1
60983,2,70,18,0
52379,4,29,20,1
39336,7,60,13,0
89128,7,32,3,1
43093,0,55,12,0
85013,9,35,9,1
51136,7,35,12,1
47288,3,28,2,0
32708,2,46,2,0
93584,6,32,20,1
50051,9,30,11,1
15074,1,67,18,0
28899,5,63,6,0
98607,9,60,2,1
35165,2,43,18,0
4656,7,26,10,0
29830,1,61,7,0
44531,8,53,4,0
35827,6,34,19,0
6735,1,51,10,0
95402,0,40,10,0
11098,5,25,3,0
43962,7,41,13,0
22196,7,68,20,0
92474,3,39,16,0
45242,2,31,13,0
15332,1,49,3,0
83948,4,65,17,1
50830,8,57,19,1
29109,5,57,18,0
60831,7,49,19,1
31048,2,61,3,0
85358,5,34,6,1
38531,8,64,9,0
52333,1,32,3,0
87263,6,61,18,1
91054,10,55,19,1
34056,5,54,20,0
26731,6,32,13,0
26575,7,46,1,0
94653,4,29,18,1
87771,5,65,5,1
51655,10,25,3,1
24064,6,22,12,0
57645,3,49,10,0
71297,7,54,5,1
57479,2,62,14,0
20585,2,62,7,0
68631,0,34,20,0
10059,10,36,2,0
3636,6,64,20,0
56360,1,30,12,0
96863,6,42,20,1
48901,2,59,10,0
48599,7,30,4,0
37572,5,18,6,0
18549,5,42,4,0
21523,8,61,7,0
26566,9,42,19,0
87851,5,55,11,1
37561,10,66,5,0
20571,8,70,15,0
26257,4,36,16,0
42311,3,49,4,0
1180,7,25,2,0
56371,5,20,13,1
53037,1,46,13,0
5664,6,65,2,0
86001,5,48,18,1
13256,7,60,9,0
97948,5,31,18,1
46394,7,28,19,0
2953,1,29,7,0
77682,5,68,9,1
12401,4,32,19,0
39411,5,48,14,0
39023,8,45,13,0
73942,10,45,8,1
99792,0,30,19,0
3346,10,19,16,0
87188,0,59,5,0
62851,8,36,18,1
67028,7,59,9,1
30197,6,26,19,0
47194,6,60,1,0
20899,7,68,17,0
96669,9,59,2,1
53667,8,45,19,1
48909,9,46,12,0
72232,7,61,2,1
52939,10,43,17,1
68652,0,22,13,0
66968,6,22,9,1
87364,5,46,16,1
59709,3,44,17,0
47376,7,61,4,0
45356,7,53,3,0
71699,2,43,10,0
2430,0,34,12,0
39377,2,21,7,0
34266,2,19,5,0
54334,1,63,4,0
66147,5,44,5,1
18963,4,49,9,0
54269,2,29,4,0
55066,5,51,2,1
47056,10,30,4,0
19934,7,20,4,0
13136,2,54,8,0
82742,4,24,3,1
2309,1,56,18,0
52679,7,62,11,1
83564,0,65,19,0
63930,9,36,18,1
68189,0,53,16,0
97303,5,68,16,1
55521,9,65,9,1
88225,9,67,14,1
99998,4,33,4,1
59161,5,35,1,1
98641,2,40,14,0
15129,1,33,4,0
75398,4,26,9,1
92477,6,29,13,1
95967,6,36,7,1
45234,8,67,15,0
72331,10,67,6,1
84917,6,51,16,1
60591,1,23,1,0
65717,4,42,6,1
79127,3,68,18,0
19459,5,40,9,0
61707,3,70,20,0
1346,0,52,17,0
13288,3,55,14,0
40739,5,33,17,0
41490,2,48,10,0
25819,9,40,10,0
8442,2,70,16,0
95018,3,70,4,0
90625,7,66,18,1
55059,5,19,10,1
50441,4,63,9,1
20913,6,26,3,0
43731,4,54,18,0
99699,8,24,16,1
7526,8,67,20,0
14873,3,26,15,0
68196,10,29,9,1
84762,6,70,7,1
83766,10,67,19,1
92255,6,68,3,1
27561,3,60,12,0
11058,0,54,13,0
99163,2,24,17,0
1677,3,34,17,0
63272,3,20,12,0
68229,4,39,12,1
53693,10,45,5,1
55828,10,64,11,1
6162,5,64,2,0
48712,0,57,7,0
53372,5,61,13,1
39511,7,62,19,0
72890,10,42,2,1
25552,4,52,15,0
77154,1,49,18,0
40170,8,21,14,0
19179,8,22,8,0
95962,4,39,2,1
64817,0,32,8,0
53336,5,48,11,1
8839,2,37,9,0
32239,4,58,14,0
78106,10,36,5,1
81141,5,41,12,1
93202,7,26,13,1
21302,8,23,9,0
66668,1,47,3,0
62183,9,49,19,1
79899,8,63,16,1
42772,1,26,9,0
88894,6,49,16,1
99914,4,20,20,1
71108,8,43,1,1
47682,9,46,5,0
36325,10,46,7,0
15262,1,68,17,0
29182,8,20,11,0
59190,9,68,9,1
88228,8,38,8,1
96877,4,33,3,1
28016,1,61,20,0
64905,7,62,16,1
74447,2,22,18,0
25016,2,47,18,0
70115,3,64,3,0
25393,8,35,2,0
71622,7,66,11,1
8375,8,57,10,0
26701,8,47,3,0
44736,7,63,20,0
68157,2,35,18,0
85539,2,54,20,0
46259,8,70,8,0
54345,5,49,2,1
92328,0,24,18,0
85169,9,32,10,1
87394,5,46,3,1
37940,6,40,11,0
90208,3,44,4,0
51578,4,48,15,1
24813,0,41,14,0
71204,6,38,11,1
79570,6,49,6,1
77950,2,61,13,0
77926,4,59,5,1
33222,1,35,20,0
9075,8,43,14,0
40610,3,56,16,0
84114,8,45,1,1
52073,3,26,8,0
23653,8,67,17,0
57940,8,44,3,1
1096,7,27,6,0
72094,9,18,6,1
25184,10,28,18,0
15820,2,45,20,0
99110,9,28,8,1
20296,5,57,2,0
51637,4,49,4,1
68235,9,59,6,1
61058,2,44,9,0
7417,7,50,12,0
34812,6,51,6,0
77875,4,59,7,1
36475,4,64,12,0
22609,0,65,9,0
25203,2,54,8,0
5977,1,57,5,0
19872,10,59,18,0
67252,2,69,12,0
28372,10,46,19,0
16292,7,26,11,0
24346,6,34,7,0
5024,5,37,17,0
28398,9,51,4,0
5031,4,46,11,0
99077,4,31,10,1
73283,5,53,1,1
41264,4,37,20,0
39572,4,49,8,0
94550,6,46,8,1
37237,0,46,18,0
42076,9,50,3,0
36023,4,61,16,0
13420,3,30,10,0
65979,6,30,13,1
28260,10,59,16,0
69662,1,33,9,0
74488,4,45,6,1
96154,2,26,12,0
13063,9,38,5,0
2760,1,43,8,0
14304,8,30,13,0
98274,2,45,3,0
6275,2,43,20,0
64012,4,66,10,1
62373,4,49,17,1
6188,4,66,1,0
38287,3,62,14,0
94542,4,67,12,1
24902,6,42,1,0
37435,6,61,15,0
97463,4,70,9,1
41850,1,60,15,0
92046,5,40,6,1
75923,2,37,19,0
54190,1,33,11,0
8272,6,34,6,0
89078,5,30,19,1
31503,3,37,12,0
9669,2,32,1,0
37928,10,21,1,0
75355,0,57,2,0
34299,4,39,17,0
1756,6,42,7,0
4897,9,39,12,0
32922,2,40,17,0
63058,1,20,2,0
57817,0,45,15,0
42545,3,35,5,0
19078,7,29,18,0
52785,8,37,11,1
50237,3,63,18,0
53013,5,58,19,1
9968,1,64,3,0
22238,4,42,16,0
12596,5,48,11,0
47097,0,52,11,0
72767,9,39,20,1
67142,1,36,19,0
6546,9,55,1,0
6246,1,61,4,0
95190,2,43,1,0
79154,2,30,4,0
72661,0,54,4,0
59957,9,55,6,1
48175,3,64,1,0
31019,5,70,10,0
12329,4,46,8,0
35109,6,57,15,0
9290,0,47,5,0
83066,10,55,14,1
61169,0,59,7,0
34889,0,59,9,0
44242,5,31,9,0
79339,6,59,10,1
4625,2,51,16,0
10163,8,39,7,0
17180,4,58,19,0
56595,4,51,18,1
9379,3,24,4,0
40045,8,50,20,0
37897,6,25,4,0
17020,8,25,10,0
87068,10,46,2,1
35987,0,20,2,0
98970,4,65,11,1
20858,0,43,13,0
49771,4,37,13,0
2538,4,65,9,0
11771,4,44,20,0
34147,1,32,6,0
68506,7,70,9,1
57923,5,36,10,1
85554,4,35,14,1
80971,1,18,14,0
7391,7,29,17,0
72334,3,33,7,0
81678,6,59,20,1
87262,3,25,7,0
26071,2,35,5,0
74975,0,59,3,0
35182,2,57,11,0
79508,5,62,15,1
67117,9,33,18,1
90029,8,43,12,1
98583,0,20,16,0
89532,9,60,3,1
6377,1,30,9,0
20494,7,62,13,0
3373,9,40,20,0
35902,6,26,12,0
79402,1,40,2,0
95495,1,52,9,0
32231,5,58,2,0
32273,5,62,11,0
38868,10,53,13,0
4177,9,37,3,0
4461,0,24,12,0
81406,2,33,9,0
48990,8,67,2,0
61278,2,23,5,0
14592,10,23,12,0
73789,4,21,5,1
50117,2,68,10,0
28763,7,68,7,0
73661,3,27,10,0
6270,1,65,13,0
28206,5,32,11,0
88372,3,34,7,0
60460,5,38,10,1
7624,8,64,17,0
68838,0,38,20,0
69133,2,51,18,0
99729,5,30,13,1
93103,2,55,4,0
24911,2,36,15,0
39260,6,38,1,0
36612,7,37,14,0
75047,9,49,3,1
20156,10,66,16,0
43343,7,18,6,0
30056,8,39,9,0
34034,5,53,6,0
88359,7,19,8,1
52481,2,23,15,0
41146,5,34,4,0
40549,5,67,5,0
49402,10,57,15,0
2868,2,42,5,0
39891,10,29,19,0
39472,2,23,4,0
2446,3,52,19,0
2207,7,42,5,0
26237,7,66,6,0
93001,1,35,11,0
7473,6,36,5,0
60577,7,45,13,1
40995,5,43,12,0
91503,0,51,6,0
14763,9,70,9,0
44299,9,45,12,0
3602,1,49,4,0
97010,1,27,4,0
64234,2,51,9,0
89113,7,21,6,1
93974,9,57,2,1
21166,6,66,12,0
83948,5,24,2,1
85258,9,36,6,1
27563,10,22,7,0
31064,4,22,18,0
96840,3,25,15,0
54132,4,56,12,1
13129,5,41,9,0
61531,0,35,8,0
25892,4,45,13,0
48933,0,21,4,0
69289,4,53,1,1
26940,4,52,18,0
1726,0,32,2,0
28286,4,30,5,0
45804,8,55,13,0
14167,0,29,16,0
45488,2,44,12,0
31327,9,28,16,0
95160,10,28,5,1
32563,0,21,1,0
31392,5,57,3,0
35309,7,34,15,0
3257,3,65,9,0
96394,7,49,2,1
37407,10,60,8,0
61602,5,45,12,1
46688,8,28,6,0
87060,10,70,4,1
51790,7,44,18,1
86374,9,24,4,1
12738,9,50,17,0
63852,2,54,8,0
30563,3,54,6,0
33579,5,32,2,0
65669,0,60,8,0
25618,6,28,5,0
64621,7,35,15,1
90488,8,58,16,1
5661,10,20,18,0
84517,7,25,20,1
64476,2,65,16,0
46078,1,45,16,0
25902,7,19,8,0
35198,3,39,13,0
54096,10,25,8,1
27502,0,32,14,0
29994,1,63,3,0
60450,8,58,19,1
97788,4,23,5,1
92112,4,69,12,1
39863,0,33,11,0
52594,4,35,18,1
98238,6,44,13,1
55222,0,24,13,0
22219,7,41,2,0
54237,8,39,12,1
63435,4,27,10,1
10338,3,53,11,0
76087,2,25,5,0
35513,9,63,20,0
77819,3,52,2,0
6489,6,32,13,0
24420,6,30,7,0
91560,1,62,3,0
91733,6,33,3,1
17362,6,29,4,0
85703,6,69,1,1
41437,10,44,17,0
97772,6,61,19,1
89260,5,50,14,1
45180,5,33,18,0
21094,3,43,12,0
12369,10,45,18,0
21999,2,30,11,0
2750,5,41,16,0
6317,9,57,19,0
1277,5,66,3,0
11043,4,67,16,0
64367,2,36,8,0
81471,8,46,8,1
39891,1,41,13,0
82156,0,42,12,0
28091,8,20,8,0
62447,6,36,4,1
40989,3,27,12,0
10392,7,54,8,0
58507,8,27,7,1
51323,6,54,2,1
13514,2,33,16,0
66726,6,22,13,1
14334,3,25,13,0
